"domain","subject","alias","replacement","source","enabled","review_reason"
"political_ideology","Communism_in_Poland","Communism in Poland","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Anarchist_communism","Anarchist communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism","Socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialist_state","Socialist state","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Libertarian_socialism","Libertarian socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Christian_socialism","Christian socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Utopian_socialism","Utopian socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Authoritarian_socialism","Authoritarian socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","State_socialism","State socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Real_socialism","Real socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_with_a_human_face","Socialism with a human face","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Third_World_socialism","Third World socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_with_Chinese_characteristics","Socialism with Chinese characteristics","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_one_country","Socialism in one country","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialist_patriotism","Socialist patriotism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","History_of_socialism","History of socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Conservative_socialism","Conservative socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Tory_socialism","Tory socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Prussian_socialism","Prussian socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Guild_socialism","Guild socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Bourgeois_socialism","Bourgeois socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Yellow_socialism","Yellow socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Democratic_socialism","Democratic socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Austrian_National_Socialism","Austrian National Socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Liberal_socialism","Liberal socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_of_the_21st_century","Socialism of the 21st century","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Agrarian_socialism","Agrarian socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Religious_socialism","Religious socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Buddhist_socialism","Buddhist socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Gandhian_socialism","Gandhian socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Islamic_socialism","Islamic socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Revolutionary_socialism","Revolutionary socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Ethical_socialism","Ethical socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","African_socialism","African socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_Tunisia","Socialism in Tunisia","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_Hong_Kong","Socialism in Hong Kong","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_Iran","Socialism in Iran","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_Pakistan","Socialism in Pakistan","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Criticism_of_socialism","Criticism of socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Types_of_socialism","Types of socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Arab_socialism","Arab socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_One_Country","Socialism in One Country","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Market_socialism","Market socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Ricardian_socialism","Ricardian socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Municipal_socialism","Municipal socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Scientific_socialism","Scientific socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Committees_of_Correspondence_for_Democracy_and_Socialism","Committees of Correspondence for Democracy and Socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Party_for_Socialism_and_Liberation","Party for Socialism and Liberation","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Voluntary_Socialism","Voluntary Socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_Canada","Socialism in Canada","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_Bangladesh","Socialism in Bangladesh","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_India","Socialism in India","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Freedom_and_Socialism_Party","Freedom and Socialism Party","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Burmese_Way_to_Socialism","Burmese Way to Socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Popular_socialism","Popular socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_Australia","Socialism in Australia","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Melanesian_socialism","Melanesian socialism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_New_Zealand","Socialism in New Zealand","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","National_Socialism_Association","National Socialism Association","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Socialism_in_Sri_Lanka","Socialism in Sri Lanka","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Social_democracy","Social democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Direct_democracy","Direct democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Liberal_democracy","Liberal democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Representative_democracy","Representative democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Types_of_democracy","Types of democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Participatory_democracy","Participatory democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Christian_democracy","Christian democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Belarusian_Christian_Democracy","Belarusian Christian Democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Christian_democracy_in_the_Netherlands","Christian democracy in the Netherlands","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","New_Gibraltar_Democracy","New Gibraltar Democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Radical_democracy","Radical democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Illiberal_democracy","Illiberal democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Totalitarian_democracy","Totalitarian democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Conservative_democracy","Conservative democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Anticipatory_democracy","Anticipatory democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Athenian_democracy","Athenian democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Authoritarian_democracy","Authoritarian democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Consensus_democracy","Consensus democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Cosmopolitan_democracy","Cosmopolitan democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Defensive_democracy","Defensive democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Deliberative_democracy","Deliberative democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Economic_democracy","Economic democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Empowered_democracy","Empowered democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Ethnic_democracy","Ethnic democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Grassroots_democracy","Grassroots democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Guided_democracy","Guided democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Inclusive_Democracy","Inclusive Democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Industrial_democracy","Industrial democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Interactive_democracy","Interactive democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Jacksonian_democracy","Jacksonian democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Jeffersonian_democracy","Jeffersonian democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Liquid_democracy","Liquid democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Media_democracy","Media democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","New_Democracy","New Democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Pluralist_democracy","Pluralist democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Popular_democracy","Popular democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Procedural_democracy","Procedural democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Religious_democracy","Religious democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Buddhism_and_democracy","Buddhism and democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Islam_and_democracy","Islam and democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Semi-direct_democracy","Semi-direct democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Sovereign_democracy","Sovereign democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Soviet_democracy","Soviet democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Substantive_democracy","Substantive democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Workplace_democracy","Workplace democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Democracy_and_economic_growth","Democracy and economic growth","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Democracy_promotion","Democracy promotion","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Waves_of_democracy","Waves of democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Criticism_of_democracy","Criticism of democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Associative_democracy","Associative democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Bourgeois_democracy","Bourgeois democracy","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
