"domain","matched_text","replacement","n_replacements"
"profession","Authors","XYZ",89
"profession","Auto mechanics","XYZ",13
"profession","BACKUP DANCER","XYZ",1
"profession","Backup Dancer","XYZ",11
"profession","Backup dancers","XYZ",2
"profession","Baker","XYZ",19
"profession","Bakers","XYZ",39
"profession","Ballet Master","XYZ",4
"profession","Ballet dancer","XYZ",12
"profession","Ballet dancers","XYZ",35
"profession","Ballet master","XYZ",50
"profession","Bartender","XYZ",1
"profession","Bartenders","XYZ",69
"profession","Beatboxer","XYZ",1
"profession","Beatboxers","XYZ",13
"profession","Benshi","XYZ",65
"profession","Biochemist","XYZ",14
"profession","Biochemists","XYZ",122
"profession","Biologist","XYZ",1
"profession","Biologists","XYZ",63
"profession","Biomedical Scientists","XYZ",12
"profession","Biomedical scientist","XYZ",11
"profession","Biomedical scientists","XYZ",31
"profession","Blacksmith","XYZ",40
"profession","Blacksmiths","XYZ",44
"profession","Bobbin Boy","XYZ",3
"profession","Bobbin boys","XYZ",1
"profession","Boilermakers","XYZ",6
"profession","Botanists","XYZ",29
"profession","Bouffon","XYZ",17
"profession","Bouffons","XYZ",1
"profession","Bridge tender","XYZ",1
"profession","Bus Driver","XYZ",1
"profession","Bus drivers","XYZ",43
"profession","Business Analyst","XYZ",18
"profession","Business Analysts","XYZ",12
"profession","Cardiologist","XYZ",12
"profession","Cardiologists","XYZ",13
"profession","Cardiothoracic Surgeon","XYZ",1
"profession","Cardiothoracic surgeons","XYZ",1
"profession","Cartoonist","XYZ",4
"profession","Cartoonists","XYZ",70
"profession","Cashiers","XYZ",27
"profession","Casting Director","XYZ",17
"profession","Casting Directors","XYZ",17
"profession","Casting directors","XYZ",29
"profession","Certified Respiratory Therapist","XYZ",10
"profession","Chaplain","XYZ",96
"profession","Chaplains","XYZ",197
"profession","Character actors","XYZ",37
"profession","Chauffeurs","XYZ",13
"profession","Chemical Engineers","XYZ",5
"profession","Chemical engineer","XYZ",1
"profession","Chemical engineers","XYZ",23
"profession","Chemist","XYZ",2
"profession","Chemists","XYZ",3
"profession","Chief Administrative Officer","XYZ",1
"profession","Chief Analytics Officer","XYZ",2
"profession","Chief Business Officer","XYZ",27
"profession","Chief Business officer","XYZ",1
"profession","Chief Commercial Officer","XYZ",1
"profession","Chief Creative Officer","XYZ",25
"profession","Chief Customer Officer","XYZ",48
"profession","Chief Customer Officers","XYZ",38
"profession","Chief Data Officer","XYZ",14
"profession","Chief Data Officers","XYZ",2
"profession","Chief Design Officer","XYZ",2
"profession","Chief Digital Officer","XYZ",2
"profession","Chief Digital Officers","XYZ",1
"profession","Chief Executive Officer","XYZ",3
"profession","Chief Experience Officer","XYZ",1
"profession","Chief Financial Officer","XYZ",8
"profession","Chief Financial Officers","XYZ",12
"profession","Chief Gaming Officer","XYZ",1
"profession","Chief Genealogical Officer","XYZ",1
"profession","Chief Information Officer","XYZ",4
"profession","Chief Information Officers","XYZ",2
"profession","Chief Information Security Officer","XYZ",1
"profession","Chief Innovation Officers","XYZ",1
"profession","Chief Investment Officer","XYZ",3
"profession","Chief Knowledge Officer","XYZ",1
"profession","Chief Learning Officer","XYZ",2
"profession","Chief Marketing Officer","XYZ",3
"profession","Chief Marketing Officers","XYZ",1
"profession","Chief Mechanical Engineer","XYZ",1
"profession","Chief Medical Officer","XYZ",5
"profession","Chief Operating Officer","XYZ",2
"profession","Chief Privacy Officer","XYZ",46
"profession","Chief Privacy Officers","XYZ",2
"profession","Chief Product Officer","XYZ",13
"profession","Chief Restructuring Officer","XYZ",1
"profession","Chief Revenue Officer","XYZ",2
"profession","Chief Risk Officer","XYZ",62
"profession","Chief Risk Officers","XYZ",12
"profession","Chief Security Officer","XYZ",16
"profession","Chief Technology Officer","XYZ",4
"profession","Chief Technology Officers","XYZ",1
"profession","Chief Visibility Officer","XYZ",1
"profession","Chief analytics officer","XYZ",14
"profession","Chief brand officer","XYZ",1
"profession","Chief business officer","XYZ",10
"profession","Chief creative officers","XYZ",1
"profession","Chief design officer","XYZ",10
"profession","Chief design officers","XYZ",1
"profession","Chief digital officer","XYZ",1
"profession","Chief genealogical officer","XYZ",11
"profession","Chief information officer","XYZ",11
"profession","Chief information security officers","XYZ",1
"profession","Chief investment officers","XYZ",12
"profession","Chief mechanical engineer","XYZ",12
"profession","Chief medical officer","XYZ",10
"profession","Chief medical officers","XYZ",1
"profession","Chief process officers","XYZ",1
"profession","Chief risk officer","XYZ",22
"profession","Chiropractor","XYZ",14
"profession","Chiropractors","XYZ",102
"profession","Choreographer","XYZ",10
"profession","Choreographers","XYZ",11
"profession","Cinematographer","XYZ",2
"profession","Cinematographers","XYZ",26
"profession","Clinical Nurse Leader","XYZ",15
"profession","Clinical Nurse Specialist","XYZ",17
"profession","Clinical Nurse Specialists","XYZ",22
"profession","Clinical Pharmaceutical Scientist","XYZ",13
"profession","Clinical Pharmaceutical Scientists","XYZ",1
"profession","Clinical nurse specialist","XYZ",1
"profession","Clinical nurse specialists","XYZ",3
"profession","Clinical pharmaceutical scientists","XYZ",63
"profession","Cloth merchants","XYZ",1
"profession","Colorist","XYZ",1
"profession","Combat Engineer","XYZ",4
"profession","Combat Engineers","XYZ",3
"profession","Combat engineer","XYZ",2
"profession","Combat engineers","XYZ",43
"profession","Comedians","XYZ",25
"profession","Commissioning editors","XYZ",1
"profession","Composer","XYZ",6
"profession","Composers","XYZ",69
"profession","Computational scientists","XYZ",17
"profession","Computer Operator","XYZ",1
"profession","Computer Repair Technician","XYZ",1
"profession","Computer Scientists","XYZ",1
"profession","Computer operators","XYZ",3
"profession","Computer repair technician","XYZ",1
"profession","Computer repair technicians","XYZ",3
"profession","Computer scientist","XYZ",2
"profession","Computer scientists","XYZ",45
"profession","Concept Artist","XYZ",2
"profession","Concept artists","XYZ",11
"profession","Construction worker","XYZ",1
"profession","Construction workers","XYZ",23
"profession","Copy Editor","XYZ",13
"profession","Copy Editors","XYZ",2
"profession","Copy editors","XYZ",43
"profession","Cordwainer","XYZ",2
"profession","Cordwainers","XYZ",25
"profession","Costume Designer","XYZ",2
"profession","Costume designer","XYZ",2
"profession","Costume designers","XYZ",9
"profession","Creative Consultant","XYZ",12
"profession","Creative consultant","XYZ",27
"profession","Creative consultants","XYZ",1
"profession","Curator","XYZ",20
"profession","Curators","XYZ",28
"profession","Dancer","XYZ",31
"profession","Dancers","XYZ",70
"profession","Data Scientist","XYZ",3
"profession","Data Scientists","XYZ",2
"profession","Data entry clerks","XYZ",2
"profession","Data scientist","XYZ",1
"profession","Data scientists","XYZ",34
"profession","Database administrators","XYZ",12
"profession","Demographic marketers","XYZ",11
"profession","Dermatologist","XYZ",3
"profession","Dermatologists","XYZ",4
"profession","Design Director","XYZ",2
"profession","Design Directors","XYZ",1
"profession","Design directors","XYZ",25
"profession","Dispatcher","XYZ",9
"profession","Dispatchers","XYZ",39
"profession","Doctor","XYZ",80
"profession","Doctors","XYZ",22
"profession","Dog Writers","XYZ",1
"profession","Drag King","XYZ",15
"profession","Drag Kings","XYZ",1
"profession","Drag king","XYZ",1
"profession","Drag kings","XYZ",39
"profession","Drag queen","XYZ",4
"profession","Drag queens","XYZ",69
"profession","Dramaturges","XYZ",1
"profession","Dressmaker","XYZ",13
"profession","Dressmakers","XYZ",1
"profession","Ecologist","XYZ",1
"profession","Ecologists","XYZ",25
"profession","Economist","XYZ",11
"profession","Economists","XYZ",25
"profession","Educational technologists","XYZ",13
"profession","Emergency Medical Technician","XYZ",15
"profession","Emergency Medical Technicians","XYZ",26
"profession","Emergency Physician","XYZ",1
"profession","Emergency Physicians","XYZ",1
"profession","Emergency medical technician","XYZ",13
"profession","Emergency physicians","XYZ",8
"profession","Endocrinologists","XYZ",1
"profession","Engineer","XYZ",68
"profession","Engineering Technicians","XYZ",1
"profession","Engineering Technologist","XYZ",14
"profession","Engineering Technologists","XYZ",2
"profession","Engineering technician","XYZ",1
"profession","Engineering technicians","XYZ",62
"profession","Engineering technologist","XYZ",15
"profession","Engineering technologists","XYZ",30
"profession","Engineers","XYZ",191
"profession","Essayist","XYZ",1
"profession","Executive Producer","XYZ",3
"profession","Executive producer","XYZ",10
"profession","Executive producers","XYZ",3
"profession","Family Nurse Practitioner","XYZ",3
"profession","Family Nurse Practitioners","XYZ",1
"profession","Farrier","XYZ",7
"profession","Farriers","XYZ",28
"profession","Filling station attendants","XYZ",12
"profession","Film Directors","XYZ",12
"profession","Film directors","XYZ",1
"profession","Film producer","XYZ",1
"profession","Filmmakers","XYZ",10
"profession","Flight Nurse","XYZ",33
"profession","Flight Nurses","XYZ",5
"profession","Flight nurses","XYZ",10
"profession","Forensic scientists","XYZ",21
"profession","Freelancer","XYZ",4
"profession","Freelancers","XYZ",40
"profession","Freight conductors","XYZ",22
"profession","GANDY DANCERS","XYZ",1
"profession","Gandy Dancer","XYZ",15
"profession","Gandy Dancers","XYZ",27
"profession","Gandy dancer","XYZ",12
"profession","Gandy dancers","XYZ",2
"profession","Gastroenterologists","XYZ",11
"profession","Geisha","XYZ",221
"profession","Geishas","XYZ",24
"profession","General Counsel","XYZ",5
"profession","General Practitioner","XYZ",21
"profession","General Practitioners","XYZ",27
"profession","General counsel","XYZ",11
"profession","General practitioners","XYZ",26
"profession","Geographers","XYZ",37
"profession","Geologists","XYZ",62
"profession","Geriatricians","XYZ",53
"profession","Ghostwriter","XYZ",1
"profession","Ghostwriters","XYZ",26
"profession","Government scientists","XYZ",1
"profession","Graduate Nurse","XYZ",11
"profession","Graduate nurse","XYZ",20
"profession","Graphic Designer","XYZ",1
"profession","Graphic Designers","XYZ",1
"profession","Graphic designers","XYZ",91
"profession","Gunsmith","XYZ",56
"profession","Gunsmiths","XYZ",99
"profession","Gynaecologist","XYZ",3
"profession","Gynaecologists","XYZ",11
"profession","Haberdasher","XYZ",1
"profession","Haberdashers","XYZ",14
"profession","Hack writers","XYZ",21
"profession","Hairstylists","XYZ",1
"profession","Harlequin","XYZ",94
"profession","Harlequins","XYZ",2
"profession","Hatter","XYZ",1
"profession","Health Visitor","XYZ",2
"profession","Health Visitors","XYZ",7
"profession","Health visitor","XYZ",10
"profession","Health visitors","XYZ",18
"profession","Heavy Equipment Operator","XYZ",2
"profession","Historian","XYZ",16
"profession","Historians","XYZ",86
"profession","Illusionists","XYZ",2
"profession","Illustrator","XYZ",27
"profession","Illustrators","XYZ",7
"profession","Infopreneur","XYZ",25
"profession","Infopreneurs","XYZ",3
"profession","Information systems technicians","XYZ",114
"profession","Intensivist","XYZ",2
"profession","Intensivists","XYZ",17
"profession","Interior Designer","XYZ",1
"profession","Interior Designers","XYZ",12
"profession","Interior designers","XYZ",44
"profession","Inventor","XYZ",2
"profession","Inventors","XYZ",2
"profession","Itinerant poets","XYZ",1
"profession","Janitor","XYZ",1
"profession","Janitors","XYZ",12
"profession","Journalists","XYZ",17
"profession","Kobzar","XYZ",30
"profession","Kobzars","XYZ",11
"profession","Laborer","XYZ",1
"profession","Laborers","XYZ",26
"profession","Lactation Consultant","XYZ",40
"profession","Lactation Consultants","XYZ",1
"profession","Lactation consultants","XYZ",2
"profession","Legal Nurse Consultant","XYZ",12
"profession","Legal nurse consultants","XYZ",19
"profession","Licensed Practical Nurse","XYZ",3
"profession","Licensed Professional Counselor","XYZ",2
"profession","Licensed Professional Counselors","XYZ",12
"profession","Licensed behavior analysts","XYZ",1
"profession","Licensed professional counselor","XYZ",10
"profession","Licensed professional counselors","XYZ",11
"profession","Lighting Designer","XYZ",1
"profession","Lighting Designers","XYZ",1
"profession","Lighting Technician","XYZ",27
"profession","Lighting Technicians","XYZ",25
"profession","Lighting designer","XYZ",2
"profession","Lighting designers","XYZ",1
"profession","Lighting technician","XYZ",1
"profession","Lighting technicians","XYZ",46
"profession","Lirnyks","XYZ",2
"profession","Lyricists","XYZ",12
"profession","MECHANICS","XYZ",1
"profession","MIME","XYZ",319
"profession","Machinist","XYZ",12
"profession","Machinists","XYZ",11
"profession","Master Electrician","XYZ",13
"profession","Master Electricians","XYZ",14
"profession","Master of Ceremonies","XYZ",61
"profession","Masters of Ceremonies","XYZ",1
"profession","Mathematical Models","XYZ",29
"profession","Mathematical models","XYZ",17
"profession","Mathematician","XYZ",31
"profession","Mathematicians","XYZ",62
"profession","Matron","XYZ",19
"profession","Matrons","XYZ",14
"profession","Mechanic","XYZ",2
"profession","Mechanics","XYZ",118
"profession","Medical Laboratory Scientist","XYZ",13
"profession","Medical laboratory scientist","XYZ",10
"profession","Medical laboratory scientists","XYZ",60
"profession","Mental Health Counselor","XYZ",12
"profession","Mental Health Counselors","XYZ",1
"profession","Mental Health Nurse Practitioners","XYZ",1
"profession","Mental Health Professional","XYZ",11
"profession","Mental Health Professionals","XYZ",1
"profession","Mental health professionals","XYZ",1
"profession","Microbiologist","XYZ",1
"profession","Microbiologists","XYZ",62
"profession","Midwife","XYZ",7
"profession","Midwives","XYZ",52
"profession","Miller","XYZ",128
"profession","Millers","XYZ",10
"profession","Miner","XYZ",4
"profession","Miners","XYZ",6
"profession","Minstrel","XYZ",9
"profession","Minstrels","XYZ",79
"profession","Moldmakers","XYZ",2
"profession","Movement Directors","XYZ",11
"profession","Movement director","XYZ",10
"profession","Movement directors","XYZ",23
"profession","Music director","XYZ",1
"profession","Musician","XYZ",3
"profession","Musicians","XYZ",87
"profession","NURSE","XYZ",2
"profession","Navvies","XYZ",2
"profession","Navvy","XYZ",32
"profession","Neonatal Nurse Practitioner","XYZ",1
"profession","Neonatal Nurse Practitioners","XYZ",21
"profession","Neonatal nurse practitioners","XYZ",3
"profession","Neonatologist","XYZ",1
"profession","Neonatologists","XYZ",4
"profession","Nephrologists","XYZ",34
"profession","Network administrators","XYZ",24
"profession","Neurologist","XYZ",2
