id_riga_originale,dominio,categoria,entita,tipo_newline,n_newline,posizioni_newline,newline_iniziale,newline_finale,newline_consecutivi,spazio_prima_newline,spazio_dopo_newline,ha_tab,ha_carriage_return,ha_markup,is_duplicato_esatto,is_duplicato_normalizzato,lunghezza_originale,lunghezza_candidata,candidata_diversa,prompt,prompt_visibile,prompt_candidato_whitespace
4490,race,African_Americans,Mary_Ellen_Pleasant,interno_multiplo,2,132 | 157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,185,184,TRUE,"https://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=SFC19011229.2.213.8&srpos=23&e=------190-en--20-SFC-21-byDA-txt-txIN-Mammy+Pleasant-------1
Meet Mary Ellen Pleasant
Mary Ellen ""Mammy"" Pleasant ","https://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=SFC19011229.2.213.8&srpos=23&e=------190-en--20-SFC-21-byDA-txt-txIN-Mammy+Pleasant-------1\\nMeet Mary Ellen Pleasant\\nMary Ellen ""Mammy"" Pleasant ","https://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=SFC19011229.2.213.8&srpos=23&e=------190-en--20-SFC-21-byDA-txt-txIN-Mammy+Pleasant-------1 Meet Mary Ellen Pleasant Mary Ellen ""Mammy"" Pleasant"
4503,race,African_Americans,Ralph_Abernathy,interno_singolo,1,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,46,TRUE,"FBI file on Ralph Abernathy
Ralph Abernathy on ",FBI file on Ralph Abernathy\\nRalph Abernathy on ,FBI file on Ralph Abernathy Ralph Abernathy on
4520,race,African_Americans,Ella_Baker,interno_singolo,1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"The Ongoing Feminist Revolution
""Ella Baker,"" One Person, ","The Ongoing Feminist Revolution\\n""Ella Baker,"" One Person, ","The Ongoing Feminist Revolution ""Ella Baker,"" One Person,"
4523,race,African_Americans,James_Baldwin,interno_singolo,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"Southern Spaces
James Baldwin talks about race, political ","Southern Spaces\\nJames Baldwin talks about race, political ","Southern Spaces James Baldwin talks about race, political"
4553,race,African_Americans,Angela_Davis,interno_singolo,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"1972–1985
""Angela Davis Talks about her Future and ","1972–1985\\n""Angela Davis Talks about her Future and ","1972–1985 ""Angela Davis Talks about her Future and"
4557,race,African_Americans,Angela_Davis,interno_multiplo,2,22 | 43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"Appearances on C-SPAN
Angela Davis on IMDb
""Angela ","Appearances on C-SPAN\\nAngela Davis on IMDb\\n""Angela ","Appearances on C-SPAN Angela Davis on IMDb ""Angela"
4581,race,African_Americans,Frederick_Douglass,interno_consecutivo,2,39 | 40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,65,TRUE,"Holiday House, 1993.Documentary films:

Frederick Douglass and the ","Holiday House, 1993.Documentary films:\\n\\nFrederick Douglass and the ","Holiday House, 1993.Documentary films: Frederick Douglass and the"
4582,race,African_Americans,Frederick_Douglass,interno_singolo,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"; 2008
Frederick Douglass [videorecording] / produced by ",; 2008\\nFrederick Douglass [videorecording] / produced by ,; 2008 Frederick Douglass [videorecording] / produced by
4583,race,African_Americans,Frederick_Douglass,interno_singolo,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,46,TRUE,"; 1997
Frederick Douglass: When the Lion Wrote ",; 1997\\nFrederick Douglass: When the Lion Wrote ,; 1997 Frederick Douglass: When the Lion Wrote
4585,race,African_Americans,Frederick_Douglass,interno_singolo,1,49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"Works by Frederick Douglass at Project Gutenberg
Works ",Works by Frederick Douglass at Project Gutenberg\\nWorks ,Works by Frederick Douglass at Project Gutenberg Works
4588,race,African_Americans,Frederick_Douglass,interno_singolo,1,29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,51,49,TRUE,"The Frederick Douglass Diary
 The Liberator Files, ","The Frederick Douglass Diary\\n The Liberator Files, ","The Frederick Douglass Diary The Liberator Files,"
4591,race,African_Americans,Frederick_Douglass,interno_singolo,1,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"Timeline of Frederick Douglass and family
Timeline of ",Timeline of Frederick Douglass and family\\nTimeline of ,Timeline of Frederick Douglass and family Timeline of
4594,race,African_Americans,James_Farmer,interno_singolo,1,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"James Farmer, Penguin-Plume, 1986 ISBN 0-452-25803-0
He ","James Farmer, Penguin-Plume, 1986 ISBN 0-452-25803-0\\nHe ","James Farmer, Penguin-Plume, 1986 ISBN 0-452-25803-0 He"
4597,race,African_Americans,Walter_Fauntroy,interno_multiplo,2,48 | 101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,114,113,TRUE,"– Live Chat with Walter FauntroyIslamOnline.net
http://www.spartacus-educational.com/JFKfauntroy.htm
Lecture with ",– Live Chat with Walter FauntroyIslamOnline.net\\nhttp://www.spartacus-educational.com/JFKfauntroy.htm\\nLecture with ,– Live Chat with Walter FauntroyIslamOnline.net http://www.spartacus-educational.com/JFKfauntroy.htm Lecture with
4619,race,African_Americans,Fred_Hampton,interno_consecutivo,2,11 | 12,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,36,TRUE,"She said: 

I believe Fred Hampton was ",She said: \\n\\nI believe Fred Hampton was ,She said: I believe Fred Hampton was
4628,race,African_Americans,Fred_Hampton,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,38,TRUE,"The Murder of Fred Hampton on IMDb
FBI ",The Murder of Fred Hampton on IMDb\\nFBI ,The Murder of Fred Hampton on IMDb FBI
4654,race,African_Americans,James_Weldon_Johnson,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,62,TRUE,"James Weldon Johnson Memorial Collection
Profile and Images at ",James Weldon Johnson Memorial Collection\\nProfile and Images at ,James Weldon Johnson Memorial Collection Profile and Images at
4655,race,African_Americans,James_Weldon_Johnson,interno_singolo,1,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"Grace and James Weldon Johnson Website
Profile at Modern ",Grace and James Weldon Johnson Website\\nProfile at Modern ,Grace and James Weldon Johnson Website Profile at Modern
4670,race,African_Americans,Martin_Luther_King_Jr.,interno_consecutivo,2,19 | 20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,60,TRUE,"The citation read:

Martin Luther King Jr. was the conscience ",The citation read:\\n\\nMartin Luther King Jr. was the conscience ,The citation read: Martin Luther King Jr. was the conscience
4675,race,African_Americans,Bernard_Lafayette,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,62,TRUE,"Appearances on C-SPAN
SNCC Digital Gateway: Bernard Lafayette, ","Appearances on C-SPAN\\nSNCC Digital Gateway: Bernard Lafayette, ","Appearances on C-SPAN SNCC Digital Gateway: Bernard Lafayette,"
4676,race,African_Americans,Julius_Lester,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"Manuscript Finding Aids at Jones Library
Julius Lester ",Manuscript Finding Aids at Jones Library\\nJulius Lester ,Manuscript Finding Aids at Jones Library Julius Lester
4707,race,African_Americans,Rosa_Parks,interno_singolo,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,45,TRUE,"2015:
The papers of Rosa Parks were cataloged ",2015:\\nThe papers of Rosa Parks were cataloged ,2015: The papers of Rosa Parks were cataloged
4709,race,African_Americans,Rosa_Parks,interno_singolo,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"2016:
The house lived in by Rosa Parks's ",2016:\\nThe house lived in by Rosa Parks's ,2016: The house lived in by Rosa Parks's
4710,race,African_Americans,Rosa_Parks,interno_singolo,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,41,TRUE,"2019:
A statue of Rosa Parks was unveiled ",2019:\\nA statue of Rosa Parks was unveiled ,2019: A statue of Rosa Parks was unveiled
4712,race,African_Americans,Rosa_Parks,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,38,TRUE,"Rosa Parks on IMDb
Photo of Rosa Parks ",Rosa Parks on IMDb\\nPhoto of Rosa Parks ,Rosa Parks on IMDb Photo of Rosa Parks
4725,race,African_Americans,A._Philip_Randolph,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,58,TRUE,"A. Philip Randolph Pullman Porter Museum
A. Philp Randolph ",A. Philip Randolph Pullman Porter Museum\\nA. Philp Randolph ,A. Philip Randolph Pullman Porter Museum A. Philp Randolph
4737,race,African_Americans,Amelia_Boynton_Robinson,interno_consecutivo,2,12 | 13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,60,TRUE,"King wrote:

In Bridge Across Jordan, Amelia Boynton Robinson ","King wrote:\\n\\nIn Bridge Across Jordan, Amelia Boynton Robinson ","King wrote: In Bridge Across Jordan, Amelia Boynton Robinson"
4744,race,African_Americans,Jo_Ann_Robinson,interno_singolo,1,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"in The African American Registry
""Jo Ann ","in The African American Registry\\n""Jo Ann ","in The African American Registry ""Jo Ann"
4750,race,African_Americans,Bayard_Rustin,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"Brother Outsider: The Life of Bayard Rustin
King, ","Brother Outsider: The Life of Bayard Rustin\\nKing, ","Brother Outsider: The Life of Bayard Rustin King,"
4752,race,African_Americans,Bayard_Rustin,interno_singolo,1,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,42,TRUE,"Bayard Rustin FB Memorial Page
FBI file on ",Bayard Rustin FB Memorial Page\\nFBI file on ,Bayard Rustin FB Memorial Page FBI file on
4753,race,African_Americans,Bayard_Rustin,interno_singolo,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"The Nation
Biography on Bayard Rustin High School's ",The Nation\\nBiography on Bayard Rustin High School's ,The Nation Biography on Bayard Rustin High School's
4763,race,African_Americans,Al_Sharpton,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"ISBN 0-7582-0350-0
The Rejected Stone: Al Sharpton ",ISBN 0-7582-0350-0\\nThe Rejected Stone: Al Sharpton ,ISBN 0-7582-0350-0 The Rejected Stone: Al Sharpton
4764,race,African_Americans,Al_Sharpton,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"Appearances on C-SPAN
Stories told by Al ",Appearances on C-SPAN\\nStories told by Al ,Appearances on C-SPAN Stories told by Al
4804,race,African_Americans,Andrew_Young,interno_singolo,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,39,TRUE,"(June 1996);
Andrew Young at the United ",(June 1996);\\nAndrew Young at the United ,(June 1996); Andrew Young at the United
4807,race,African_Americans,Andrew_Young,interno_multiplo,2,22 | 43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"Appearances on C-SPAN
Andrew Young on IMDb
""Andrew ","Appearances on C-SPAN\\nAndrew Young on IMDb\\n""Andrew ","Appearances on C-SPAN Andrew Young on IMDb ""Andrew"
4808,race,African_Americans,Deval_Patrick,interno_multiplo,2,14 | 38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,52,TRUE,"Deval Patrick
Deval Patrick at Curlie
Appearances on ",Deval Patrick\\nDeval Patrick at Curlie\\nAppearances on ,Deval Patrick Deval Patrick at Curlie Appearances on
4842,race,African_Americans,Clarence_Thomas,interno_singolo,1,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"Clarence Thomas at Ballotpedia
Issue positions and quotes ",Clarence Thomas at Ballotpedia\\nIssue positions and quotes ,Clarence Thomas at Ballotpedia Issue positions and quotes
4889,race,African_Americans,Nikki_Giovanni,interno_singolo,1,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Nikki Giovanni: Profile and Poems at Poets.org
Giovanni ",Nikki Giovanni: Profile and Poems at Poets.org\\nGiovanni ,Nikki Giovanni: Profile and Poems at Poets.org Giovanni
4895,race,African_Americans,Toni_Morrison,interno_singolo,1,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,65,TRUE,"Bookworm Interviews with Michael Silverblatt
Toni Morrison's oral ",Bookworm Interviews with Michael Silverblatt\\nToni Morrison's oral ,Bookworm Interviews with Michael Silverblatt Toni Morrison's oral
4899,race,African_Americans,Arna_Bontemps,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"ISBN 0-313-28013-4
Charles Harold Nichols, editor, Arna ","ISBN 0-313-28013-4\\nCharles Harold Nichols, editor, Arna ","ISBN 0-313-28013-4 Charles Harold Nichols, editor, Arna"
4909,race,African_Americans,Paul_Laurence_Dunbar,interno_multiplo,2,4 | 37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,64,TRUE,"301
Paul Laurence Dunbar High School
Paul Laurence Dunbar Middle ",301\\nPaul Laurence Dunbar High School\\nPaul Laurence Dunbar Middle ,301 Paul Laurence Dunbar High School Paul Laurence Dunbar Middle
4910,race,African_Americans,Paul_Laurence_Dunbar,interno_singolo,1,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,60,TRUE,"Paul Laurence Dunbar: Profile and Poems
Paul Laurence Dunbar ",Paul Laurence Dunbar: Profile and Poems\\nPaul Laurence Dunbar ,Paul Laurence Dunbar: Profile and Poems Paul Laurence Dunbar
4911,race,African_Americans,Ralph_Ellison,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"ISBN 0-394-54050-6
The Collected Essays of Ralph ",ISBN 0-394-54050-6\\nThe Collected Essays of Ralph ,ISBN 0-394-54050-6 The Collected Essays of Ralph
4912,race,African_Americans,Ralph_Ellison,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"ISBN 0-679-60176-7
Living with Music: Ralph Ellison's ",ISBN 0-679-60176-7\\nLiving with Music: Ralph Ellison's ,ISBN 0-679-60176-7 Living with Music: Ralph Ellison's
4913,race,African_Americans,Ralph_Ellison,interno_multiplo,2,18 | 59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,64,TRUE,"Books and Writers
Ralph Ellison, American Masters, PBS.org
Notes ","Books and Writers\\nRalph Ellison, American Masters, PBS.org\\nNotes ","Books and Writers Ralph Ellison, American Masters, PBS.org Notes"
4914,race,African_Americans,Ralph_Ellison,interno_singolo,1,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,43,TRUE,"FBI file on Ralph Ellison
The Ralph Ellison ",FBI file on Ralph Ellison\\nThe Ralph Ellison ,FBI file on Ralph Ellison The Ralph Ellison
4951,race,African_Americans,Ishmael_Reed,interno_consecutivo,2,35 | 36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,57,TRUE,"""Releases produced by Ishmael Reed

His Bassist, featuring ","""Releases produced by Ishmael Reed\\n\\nHis Bassist, featuring ","""Releases produced by Ishmael Reed His Bassist, featuring"
4968,race,African_Americans,Margaret_Walker,interno_singolo,1,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"Margaret Walker at Smithsonian Folkways
""Margaret Walker: ","Margaret Walker at Smithsonian Folkways\\n""Margaret Walker: ","Margaret Walker at Smithsonian Folkways ""Margaret Walker:"
4970,race,African_Americans,Dorothy_West,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,70,TRUE,"ISBN 0-452-00981-2
Sherrard-Johnson, Cherene, Dorothy West's Paradise: ","ISBN 0-452-00981-2\\nSherrard-Johnson, Cherene, Dorothy West's Paradise: ","ISBN 0-452-00981-2 Sherrard-Johnson, Cherene, Dorothy West's Paradise:"
4981,race,African_Americans,John_Edgar_Wideman,interno_singolo,1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,61,TRUE,"""Salon Interview"", LAURA MILLER
""John Edgar Wideman"", The New ","""Salon Interview"", LAURA MILLER\\n""John Edgar Wideman"", The New ","""Salon Interview"", LAURA MILLER ""John Edgar Wideman"", The New"
5014,race,African_Americans,Miles_Davis,interno_consecutivo,2,38 | 39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,59,TRUE,"Music writer Christopher Smith wrote,

Miles Davis' artistic ","Music writer Christopher Smith wrote,\\n\\nMiles Davis' artistic ","Music writer Christopher Smith wrote, Miles Davis' artistic"
5020,race,African_Americans,Duke_Ellington,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"ISBN 0-306-80614-2
Lawrence, A. H. Duke Ellington ","ISBN 0-306-80614-2\\nLawrence, A. H. Duke Ellington ","ISBN 0-306-80614-2 Lawrence, A. H. Duke Ellington"
5032,race,African_Americans,Jimi_Hendrix,interno_consecutivo,2,36 | 37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,53,TRUE,"Rolling Stone's Alex Vadukul wrote:

When Jimi Hendrix ",Rolling Stone's Alex Vadukul wrote:\\n\\nWhen Jimi Hendrix ,Rolling Stone's Alex Vadukul wrote: When Jimi Hendrix
5053,race,African_Americans,Smokey_Robinson,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,69,TRUE,"Smokey Robinson's page at soulwalking.co.uk
Smokey Robinson Biography ",Smokey Robinson's page at soulwalking.co.uk\\nSmokey Robinson Biography ,Smokey Robinson's page at soulwalking.co.uk Smokey Robinson Biography
5069,race,African_Americans,Ike_Turner,interno_singolo,1,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"The Best of Ike Turner, Rhino R2-71819
2001: ","The Best of Ike Turner, Rhino R2-71819\\n2001: ","The Best of Ike Turner, Rhino R2-71819 2001:"
5078,race,African_Americans,Barry_White,interno_multiplo,2,7 | 46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"(1976)
Barry White Sings for Someone You Love
The ",(1976)\\nBarry White Sings for Someone You Love\\nThe ,(1976) Barry White Sings for Someone You Love The
5079,race,African_Americans,Barry_White,interno_multiplo,4,7 | 14 | 24 | 54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"(1981)
Change
Dedicated
The Right Night & Barry White
The ",(1981)\\nChange\\nDedicated\\nThe Right Night & Barry White\\nThe ,(1981) Change Dedicated The Right Night & Barry White The
5088,race,African_Americans,Kim_Burrell,interno_singolo,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,34,TRUE,"Kim Burrell on IMDb
Kim Burrell at ",Kim Burrell on IMDb\\nKim Burrell at ,Kim Burrell on IMDb Kim Burrell at
5096,race,African_Americans,Lavern_Baker,interno_singolo,1,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"LaVern Baker at AllMovie
Biography of Lavern ",LaVern Baker at AllMovie\\nBiography of Lavern ,LaVern Baker at AllMovie Biography of Lavern
5106,race,African_Americans,Bobby_Bland,interno_singolo,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"Bobby Bland discography
Bobby Bland at Wenig-Lamonica ",Bobby Bland discography\\nBobby Bland at Wenig-Lamonica ,Bobby Bland discography Bobby Bland at Wenig-Lamonica
5116,race,African_Americans,Buddy_Bolden,interno_singolo,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"on IMDb
The Real Buddy Bolden The Syncopated ",on IMDb\\nThe Real Buddy Bolden The Syncopated ,on IMDb The Real Buddy Bolden The Syncopated
5129,race,African_Americans,Clifford_Brown,interno_singolo,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"2001)
Clifford Brown And Art Farmer With The ",2001)\\nClifford Brown And Art Farmer With The ,2001) Clifford Brown And Art Farmer With The
